Source_Database_Code,PatientID,PatientFirstName,PatientMiddleName,PatientLastName,PatientAddress,PatientAddress2,PatientCity,PatientState,PatientZip,PatientDOB,PatientPhone,PatientGender,ResponsiblePartyFirstName,ResponsiblePartyMiddleName,ResponsiblePartyLastName,ResponsiblePartyAddress,ResponsiblePartyAddress2,ResponsiblePartyCity,ResponsiblePartyState,ResponsiblePartyZip,ResponsiblePartyPhone,PatientSSN,PatientSuffix,PatientCellPhone,ResponsiblePartySSN,ResponsiblePartySuffix,ResponsiblePartyCellPhone,ResponsiblePartyDOB,Imagine_Propensity_to_Pay_Grade,Imagine_Propensity_to_Pay_Description,Bad_Address_Indicator,PatientRace,PatientEthnicity,patEmail,tbl_Refresh_Date,PatientPhone_norm,ResponsiblePartyPhone_norm,PatientCellPhone_norm,ResponsiblePartyCellPhone_norm,_phone_institutional_flag,_pk_composite
RADP,1005748,THOMAS,,ANDERSON,2608 AMANA PL,,COLUMBUS,GA,31901,1979-08-29,(404)990-6351,M,THOMAS,,ANDERSON,9423 CEDAR LN,,AUGUSTA,GA,30901,(404)990-6351,999-63-1030,,,,,,1992-08-26,E,Low,1.0,,,,2026-05-01,4049906351,4049906351,,,False,RADP:1005748
IAI,1005749,SARAH,H,ROBINSON,9679 RIVER CIR,,AUSTIN,TX,78701,1966-03-23,(972)741-4915,F,SARAH,H,ROBINSON,3891 PARK BLVD,,AUSTIN,TX,78701,(210)318-6719,,,,,,,1948-05-16,B,High,,,,SARAHROB733@AOL.COM,2026-05-01,9727414915,2103186719,,,False,IAI:1005749
RADF,1005752,DONNA,H,WILSON,2889 MAPLE CT,,HENDERSON,NV,89002,1951-04-12,(725)550-4999,F,DONNA,H,WILSON,4410 SCHOOL PL,,SPARKS,NV,89431,(725)550-4999,,,,,,,1951-04-12,C,,0.0,White,,DONNAWIL349@GMAIL.COM,2026-05-01,7255504999,7255504999,,,False,RADF:1005752
GSIA,1005755,HELEN,,ROBERTS,916 MAPLE PL,APT 302,SAN ANTONIO,TX,78201,1942-01-06,(512)329-2750,F,HELEN,,ROBERTS,863 SUNSET RD,APT 386,FORT WORTH,TX,76101,(512)223-0558,,,,,,,1942-01-06,C,Medium-High,0.0,Black or African American,,HELENROB857@AOL.COM,2026-05-01,5123292750,5122230558,,,False,GSIA:1005755
WRAD,1005756,SHIRLEY,,CARTER,2536 PARK ST,,NORTH LAS VEGAS,NV,89030,1963-10-20,(775)434-6522,F,SHIRLEY,,CARTER,3674 AMANA ST,,LAS VEGAS,NV,89101,(775)434-6522,999-73-2727,,,,,,1992-05-13,F,,0.0,White,,SHIRLEYCAR333@AOL.COM,2026-05-01,7754346522,7754346522,,,False,WRAD:1005756
NRA,1005757,DAVID,,GONZALEZ,1247 MAPLE ST,,KNOXVILLE,TN,37902,1989-06-09,(615)452-3928,M,DAVID,,GONZALEZ,9343 OAK AVE,,NASHVILLE,TN,37201,(901)921-6975,999-90-9847,,,999-90-9847,,,1989-06-09,,,0.0,,,,2026-05-01,6154523928,9019216975,,,False,NRA:1005757
RADC,1005761,NANCY,R,CARTER,8890 CEDAR AVE,,DAYTON,OH,45401,1960-06-25,(419)724-1099,F,NANCY,R,CARTER,4240 PARK ST,,TOLEDO,OH,43601,(419)724-1099,,,,,,,1960-06-25,,,0.0,,Not Hispanic,,2026-05-01,4197241099,4197241099,,,False,RADC:1005761
RADI,1005763,ELIZABETH,,SCOTT,6862 HILL AVE,,ATHENS,GA,30601,1974-04-10,(912)448-3595,F,ELIZABETH,,SCOTT,3477 CEDAR AVE,,ATHENS,GA,30601,(912)448-3595,,,,,,,1974-04-10,B,,0.0,Asian,,,2026-05-01,9124483595,9124483595,,,False,RADI:1005763
RADQ,1005767,SHARON,N,CARTER,2740 MAPLE ST,APT 199,CARSON CITY,NV,89701,1954-09-27,(702)909-1277,F,SHARON,N,CARTER,7131 OAK DR,,RENO,NV,89501,(702)909-1277,,,,,,,1981-03-14,,,0.0,,Not Hispanic,SHARONCAR357@GMAIL.COM,2026-05-01,7029091277,7029091277,,,False,RADQ:1005767
RADP,1005769,CAROL,B,SMITH,355 MAPLE RD,,COLUMBUS,GA,31901,1963-02-16,(478)207-9645,F,CAROL,B,SMITH,5644 OAK WAY,,ATLANTA,GA,30301,(770)236-3894,,,,999-36-8236,,,1963-02-16,,,1.0,,,,2026-05-01,4782079645,7702363894,,,False,RADP:1005769
MRB,1005772,BRIAN,V,ADAMS,612 ELM CT,,KNOXVILLE,TN,37902,1976-06-15,(615)268-5772,M,BRIAN,V,ADAMS,5036 OAK RD,,FRANKLIN,TN,37064,(615)268-5772,,,,,,,1976-06-15,D,Medium,0.0,,Not Hispanic,,2026-05-01,6152685772,6152685772,,,False,MRB:1005772
RADS,1005774,MELISSA,N,GARCIA,,,MOUNT JULIET,TN,37122,1978-08-05,(615)435-2101,F,MELISSA,N,GARCIA,7295 HILL CIR,APT 153,KNOXVILLE,TN,37902,(931)268-3574,,,,,,,1978-08-05,,,0.0,,,,2026-05-01,6154352101,9312683574,,,False,RADS:1005774
RADL,1005776,LARRY,B,GONZALEZ,514 LAKE LN,APT 198,FRANKLIN,TN,37064,1953-06-23,(901)325-8641,M,LARRY,B,GONZALEZ,184 SPRING AVE,,MOUNT JULIET,TN,37122,(901)325-8641,999-81-3705,,,,,,1953-06-23,C,Medium-High,0.0,,,LARRYGON312@HOTMAIL.COM,2026-05-01,9013258641,9013258641,,,False,RADL:1005776
RADE,1005780,HELEN,C,WALKER,6612 AMANA LN,,ST PETE,FL,33701,2000-07-09,(561)332-8897,F,HELEN,C,WALKER,1356 HILL DR,,ST PETE,FL,33701,(561)332-8897,999-53-2124,,,999-64-8715,,,2000-07-09,F,,0.0,Hispanic,Not Hispanic,,2026-05-01,5613328897,5613328897,,,False,RADE:1005780
PMR,1005784,MARGARET,,WILLIAMS,6804 OAK LN,,FRANKLIN,TN,37064,1956-06-20,(865)777-7866,F,MARGARET,,WILLIAMS,8240 MAIN ST,,FRANKLIN,TN,37064,(865)777-7866,999-74-4687,,,,,,1956-06-20,B,,0.0,,,MARGARETWIL295@YAHOO.COM,2026-05-01,8657777866,8657777866,,,False,PMR:1005784
IAI,1005785,JOSE,M,SCOTT,7606 RIVER WAY,,AUSTIN,TX,78701,1994-06-03,(210)712-1721,M,JOSE,M,SCOTT,4130 PINE RD,APT 107,DALLAS,TX,75201,(210)712-1721,999-33-3194,,,999-33-3194,,,1994-06-03,E,Low,0.0,,,,2026-05-01,2107121721,2107121721,,,False,IAI:1005785
RADR,1005786,BARBARA,,KING,1498 AMANA ST,,MOUNT JULIET,TN,37122,1964-12-04,(931)301-3001,F,BARBARA,,KING,4399 LAKE RD,,NASHVILLE,TN,37201,(423)273-2835,,,,999-12-8510,,,1964-12-04,C,,0.0,,,BARBARAKIN187@HOTMAIL.COM,2026-05-01,9313013001,4232732835,,,False,RADR:1005786
GSIA,1005789,JASON,,LOPEZ,1840 HILL LN,,DALLAS,TX,75201,1968-10-20,(214)518-6558,M,JASON,,LOPEZ,9696 LAKE CT,,DALLAS,TX,75201,(214)518-6558,,,,999-92-4325,,,1948-08-20,,,0.0,White,,,2026-05-01,2145186558,2145186558,,,False,GSIA:1005789
PXP,1005790,CHARLES,P,HARRIS,7904 CHURCH WAY,,ORLANDO,FL,32801,1976-12-31,(561)407-4804,M,CHARLES,P,HARRIS,1647 PARK WAY,,FORT LAUDERDALE,FL,,(561)407-4804,,,,,,,2005-02-02,A,Very High,0.0,,Hispanic or Latino,CHARLESHAR178@GMAIL.COM,2026-05-01,5614074804,5614074804,,,False,PXP:1005790
RADR,1005792,DAVID,D,GONZALEZ,2232 SUNSET CT,,LEBANON,TN,37087,1985-08-20,(931)962-4610,M,DAVID,D,GONZALEZ,863 AMANA BLVD,,NASHVILLE,TN,37201,(931)962-4610,999-13-7803,,,,,,1985-08-20,,,,,,DAVIDGON863@GMAIL.COM,2026-05-01,9319624610,9319624610,,,False,RADR:1005792
RADI2,1005794,KENNETH,,KING,6194 AMANA CIR,,TOLEDO,OH,43601,1947-08-05,(937)513-4452,M,KENNETH,,KING,8208 PARK CIR,,TOLEDO,OH,43601,,,,,,,,1965-09-11,,,0.0,White,,,2026-05-01,9375134452,9375134452,,,False,RADI2:1005794
RADL,1005796,CYNTHIA,B,HILL,5975 PINE BLVD,,KNOXVILLE,TN,37902,1985-05-09,(931)665-9786,F,CYNTHIA,B,HILL,5326 HILL AVE,,FRANKLIN,TN,37064,(901)322-1917,,,,,,,1985-05-09,,,,,,,2026-05-01,9316659786,9013221917,,,False,RADL:1005796
RADE,1005800,TIMOTHY,L,LOPEZ,5992 MAPLE PL,,JACKSONVILLE,FL,32099,1990-09-05,,M,TIMOTHY,L,LOPEZ,5901 PARK PL,,FORT LAUDERDALE,FL,33301,,,,,,,,1990-09-05,D,,0.0,White,,TIMOTHYLOP242@AOL.COM,2026-05-01,,,,,False,RADE:1005800
RADD,1005803,RUTH,J,SCOTT,8558 OAK RD,,SAVANNAH,GA,31401,2001-05-14,(912)879-3661,F,RUTH,J,SCOTT,3369 MAPLE WAY,,COLUMBUS,GA,31901,(770)891-4149,999-43-9654,,,999-43-9654,,(770)854-3865,2001-05-14,,,0.0,Black or African American,,,2026-05-01,9128793661,7708914149,,7708543865,False,RADD:1005803
RADK,1005806,KENNETH,,MARTINEZ,8198 MAPLE RD,,ATHENS,GA,30601,1957-09-02,(678)326-0965,M,KENNETH,,MARTINEZ,1245 RIVER AVE,,AUGUSTA,GA,30901,(912)455-8849,,,,,,,1957-09-02,,,0.0,White,,,2026-05-01,6783260965,9124558849,,,False,RADK:1005806
TRI,1005810,MICHAEL,,WILSON,3932 PARK AVE,,NASHVILLE,TN,37201,1949-10-13,(423)394-2091,M,MICHAEL,,WILSON,6838 PARK DR,,FRANKLIN,TN,37064,(423)394-2091,,,,,,,1997-06-13,,,0.0,,Not Hispanic,MICHAELWIL667@AOL.COM,2026-05-01,4233942091,4233942091,,,False,TRI:1005810
RADH,1005812,MARK,,DAVIS,6448 MAPLE LN,,DALLAS,TX,75201,1976-11-19,(214)620-0162,M,MARK,,DAVIS,5287 SUNSET AVE,,FORT WORTH,TX,76101,(972)473-1443,,,,,,,1976-11-19,D,Medium,0.0,White,Not Hispanic,MARKDAV660@HOTMAIL.COM,2026-05-01,2146200162,9724731443,,,False,RADH:1005812
SAPA,1005815,ROBERT,,HILL,5868 LAKE AVE,,SAN ANTONIO,TX,78201,2003-06-20,(817)352-6977,M,ROBERT,,HILL,2320 RIVER RD,,FORT WORTH,TX,76101,(512)734-0408,999-16-6165,,(713)651-7340,999-29-1981,,,2003-06-20,F,Very Low,0.0,,,ROBERTHIL50@YAHOO.COM,2026-05-01,8173526977,5127340408,7136517340,,False,SAPA:1005815
GSIA,1005816,CHARLES,Z,ADAMS,3952 LAKE CT,,AUSTIN,TX,78701,1969-04-24,(214)827-1611,M,CHARLES,Z,ADAMS,4004 RIVER AVE,,SAN ANTONIO,TX,78201,(214)827-1611,999-60-8283,,,999-25-3781,,,1997-07-05,,,1.0,White,,,2026-05-01,2148271611,2148271611,,,False,GSIA:1005816
RADZ,1005817,MICHELLE,N,GREEN,9322 SPRING CIR,,MIAMI,FL,33101,2003-05-30,(813)365-5862,F,MICHELLE,N,GREEN,9554 RIVER AVE,,MIAMI,FL,33101,(813)365-5862,999-85-1325,,,999-85-1325,,,1959-01-01,,,0.0,White,,,2026-05-01,8133655862,8133655862,,,False,RADZ:1005817
PXP,1005820,LARRY,,TORRES,1831 SCHOOL AVE,,ST PETE,FL,33701,1999-07-11,,M,LARRY,,TORRES,920 OAK ST,,TAMPA,FL,33601,(407)282-2916,999-17-2505,,,999-46-3077,,,1999-07-11,E,,1.0,White,,,2026-05-01,,4072822916,,,False,PXP:1005820
PXP,1005821,MARY,,CAMPBELL,7910 CHURCH LN,,FORT LAUDERDALE,FL,33301,1951-01-08,(904)796-9107,F,MARY,,CAMPBELL,7479 SCHOOL WAY,,TAMPA,FL,33601,(904)796-9107,,,,999-50-6024,,,1951-01-08,E,,0.0,,,MARYCAM502@HOTMAIL.COM,2026-05-01,9047969107,9047969107,,,False,PXP:1005821
IAI,1005822,RUTH,,ROBERTS,4718 SCHOOL CT,APT 496,FORT WORTH,TX,76101,1953-02-18,(713)846-2146,F,RUTH,,ROBERTS,2662 AMANA DR,,AUSTIN,TX,78701,(713)267-9749,999-42-4116,,,,,,1953-02-18,,,0.0,Hispanic,,RUTHROB796@GMAIL.COM,2026-05-01,7138462146,7132679749,,2144220577,False,IAI:1005822
PMR,1005824,CAROL,B,CARTER,7831 CEDAR ST,,MURFREESBORO,TN,37128,1958-08-13,(865)420-5216,F,CAROL,B,CARTER,4629 ELM WAY,,KNOXVILLE,TN,37902,(615)503-0098,999-70-1805,,,999-70-1805,,,1958-08-13,,,0.0,,,,2026-05-01,8654205216,6155030098,,,False,PMR:1005824
PXP,1005827,MARIA,,NELSON,4147 MAIN DR,,ST PETE,FL,33701,1955-02-05,(904)624-2374,F,MARIA,,NELSON,8563 PARK BLVD,,JACKSONVILLE,FL,32099,(407)316-6769,,,,999-35-9549,,,1955-02-05,D,Medium,0.0,,,MARIANEL105@AOL.COM,2026-05-01,9046242374,4073166769,,,False,PXP:1005827
RADO,1005829,SHARON,,WALKER,6825 PINE RD,,ORLANDO,FL,32801,1988-10-08,(954)539-6124,F,SHARON,,WALKER,5307 MAPLE PL,,ORLANDO,FL,32801,(954)539-6124,999-52-9268,,,999-52-9268,,,1988-10-08,A,,,White,,,2026-05-01,9545396124,9545396124,,,False,RADO:1005829
IAI,1005832,DAVID,,ANDERSON,887 PINE PL,,DALLAS,TX,75201,1944-04-21,(210)471-5070,M,DAVID,,ANDERSON,8486 OAK BLVD,,FORT WORTH,TX,76101,(972)611-6667,,,,999-77-7581,,,1956-12-02,B,High,,Asian,Not Hispanic,,2026-05-01,2104715070,9726116667,,,False,IAI:1005832
GSIA,1005833,JOHN,,ROBERTS,8066 MAIN WAY,,SAN ANTONIO,TX,78201,1984-08-16,(817)685-4799,M,JOHN,,ROBERTS,4104 AMANA ST,,AUSTIN,TX,78701,(817)526-2425,,,,,,,1984-08-16,C,,,White,,JOHNROB598@HOTMAIL.COM,2026-05-01,8176854799,8175262425,,,False,GSIA:1005833
RADI2,1005834,KEVIN,,MILLER,4353 RIVER BLVD,,CLEVELAND,OH,44101,2002-05-03,(513)314-1688,M,KEVIN,,MILLER,7461 CEDAR AVE,,CINCINNATI,OH,45201,(513)314-1688,999-79-1916,,,999-79-1916,,,2002-05-03,,,0.0,,,,2026-05-01,5133141688,5133141688,,,False,RADI2:1005834
CRC,1005838,DONNA,G,ANDERSON,2150 SUNSET AVE,,COLUMBUS,OH,43201,1972-10-14,(419)506-9964,F,DONNA,G,ANDERSON,6463 ELM BLVD,,CINCINNATI,OH,45201,(419)506-9964,999-22-6035,,,999-30-9638,,,1961-01-24,B,High,,,,,2026-05-01,4195069964,4195069964,,6149595349,False,CRC:1005838
RADP,1005839,LINDA,Z,ROBERTS,3411 MAIN RD,,ATHENS,GA,30601,2001-12-04,,F,LINDA,Z,ROBERTS,5049 OAK CIR,,COLUMBUS,GA,31901,(912)615-4407,999-58-8182,,,,,,2001-12-04,D,Medium,,White,,LINDAROB884@HOTMAIL.COM,2026-05-01,,9126154407,,,False,RADP:1005839
SAPA,1005840,DONALD,B,SANCHEZ,8107 OAK RD,,DALLAS,TX,75201,1964-10-12,(817)364-3794,M,DONALD,B,SANCHEZ,7461 ELM RD,,DALLAS,TX,75201,(210)578-7528,999-33-5521,,(210)839-7832,999-33-5521,,,1964-10-12,E,Low,0.0,,,,2026-05-01,8173643794,2105787528,2108397832,,False,SAPA:1005840
RADA,1005843,SARAH,,RIVERA,4347 MAPLE CT,,FRANKLIN,TN,37064,1974-04-17,(865)680-6868,F,SARAH,,RIVERA,2942 CHURCH PL,,MURFREESBORO,TN,37128,(865)680-6868,,,,,,,1974-04-17,F,,,,,SARAHRIV306@AOL.COM,2026-05-01,8656806868,8656806868,,,False,RADA:1005843
RADP,1005847,JESSICA,J,WILSON,8224 CEDAR PL,,MACON,GA,31201,1997-12-13,(478)575-9773,F,JESSICA,J,WILSON,3724 MAIN AVE,APT 141,ATLANTA,GA,30301,(404)212-8912,,,,,,,,A,,,,Not Hispanic,,2026-05-01,4785759773,4042128912,,,False,RADP:1005847
GSIA,1005849,KAREN,,ADAMS,981 SCHOOL BLVD,,PLANO,TX,75023,1956-11-23,(972)637-7848,F,KAREN,,ADAMS,1096 OAK WAY,,DALLAS,TX,75201,(972)637-7848,999-89-8258,,,999-89-8258,,,1950-07-07,C,Medium-High,0.0,,,,2026-05-01,9726377848,9726377848,,,False,GSIA:1005849
TRI,1005850,NANCY,,FLORES,1257 HILL BLVD,,LEBANON,TN,37087,1947-08-14,(901)273-6462,F,NANCY,,FLORES,3067 MAIN DR,,KNOXVILLE,TN,37902,(901)273-6462,,,,,,,1947-08-14,,,0.0,,,,2026-05-01,9012736462,9012736462,,,False,TRI:1005850
NRA,1005853,JENNIFER,,WALKER,950 HILL ST,,FRANKLIN,TN,37064,1941-06-29,(901)832-4228,F,JENNIFER,,WALKER,8608 MAIN ST,,LEBANON,TN,37087,(901)832-4228,,,,999-82-2939,,,1941-06-29,,,1.0,White,,,2026-05-01,9018324228,9018324228,,,False,NRA:1005853
ACR,1005855,MARK,S,RIVERA,2679 CHURCH AVE,,AKRON,OH,44301,1965-04-02,(614)427-5321,M,MARK,S,RIVERA,8645 CHURCH ST,,TOLEDO,OH,43601,(614)427-5321,,,,,,,1972-01-01,F,Very Low,0.0,Hispanic,Hispanic or Latino,,2026-05-01,6144275321,6144275321,,,False,ACR:1005855
RADC,1005857,JESSICA,Z,JONES,7791 CHURCH RD,,COLUMBUS,OH,43201,1979-05-23,(614)791-5122,F,JESSICA,Z,JONES,5103 CHURCH BLVD,,COLUMBUS,OH,43201,(614)791-5122,,,,,,,1979-05-23,,,0.0,Hispanic,,,2026-05-01,6147915122,6147915122,,,False,RADC:1005857
RADP,1005861,MARK,R,HILL,2229 SUNSET BLVD,,ATLANTA,GA,30301,2006-08-18,(478)938-2099,M,MARK,R,HILL,230 AMANA WAY,,ATHENS,GA,30601,(706)456-5884,,,,,,,2006-08-18,,,,White,,MARKHIL291@AOL.COM,2026-05-01,4789382099,7064565884,,,False,RADP:1005861
SMED,1005863,LISA,,HERNANDEZ,3397 ELM CT,,AUSTIN,TX,78701,1993-07-15,(214)497-1872,F,LISA,,HERNANDEZ,826 LAKE PL,,PLANO,TX,75023,(214)497-1872,999-92-5066,,,,,,1998-09-15,E,Low,1.0,American Indian,,LISAHER718@YAHOO.COM,2026-05-01,2144971872,2144971872,,,False,SMED:1005863
RADE,1005866,ANGELA,,WILLIAMS,2986 MAIN WAY,,MIAMI,FL,33101,2006-08-05,,F,ANGELA,,WILLIAMS,7678 SUNSET WAY,,MIAMI,FL,33101,,999-71-5498,,,,,,1955-03-18,A,Very High,,White,,,2026-05-01,,,,,False,RADE:1005866
RADQ,1005867,LARRY,,GARCIA,7753 SUNSET WAY,,NORTH LAS VEGAS,NV,89030,1970-12-07,(775)725-5546,M,LARRY,,GARCIA,1332 MAPLE ST,,HENDERSON,NV,89002,(725)349-3152,999-37-4877,,,999-37-4877,,,1973-04-04,B,High,0.0,Black or African American,,,2026-05-01,7757255546,7253493152,,,False,RADQ:1005867
ESR,1005871,MARK,,LEWIS,5102 HILL AVE,,ST PETE,FL,33701,1998-08-26,(561)350-0652,M,MARK,,LEWIS,5950 MAPLE RD,APT 154,FORT LAUDERDALE,FL,33301,(954)338-8752,999-24-8936,,,999-24-8936,,,1972-01-15,,,0.0,,,,2026-05-01,5613500652,9543388752,,,False,ESR:1005871
MRB,1005872,BETTY,B,WRIGHT,1809 ELM ST,,NASHVILLE,TN,37201,1962-04-09,,F,BETTY,B,WRIGHT,4498 SUNSET CIR,,MOUNT JULIET,TN,37122,(615)525-6684,999-26-4807,,,,,,1953-11-28,D,Medium,,White,,,2026-05-01,,6155256684,,,False,MRB:1005872
SMED,1005874,STEVEN,D,HARRIS,3800 SPRING BLVD,,DALLAS,TX,75201,1990-01-15,(214)883-0164,M,STEVEN,D,HARRIS,2638 ELM PL,,SAN ANTONIO,TX,78201,(214)883-0164,,,,,,,1990-01-15,A,Very High,0.0,White,,,2026-05-01,2148830164,2148830164,,,False,SMED:1005874
PXP,1005878,DANIEL,,TORRES,9105 SPRING DR,,MIAMI,FL,33101,2004-02-29,(904)755-3757,M,DANIEL,,TORRES,6569 PINE DR,,FORT LAUDERDALE,FL,33301,(407)306-3123,,,,,,,2004-02-29,A,Very High,,White,,,2026-05-01,9047553757,4073063123,,,False,PXP:1005878
PMR,1005880,ANGELA,D,SCOTT,4093 PINE BLVD,,MOUNT JULIET,TN,37122,1966-11-12,(423)310-0553,F,ANGELA,D,SCOTT,4123 SUNSET CIR,,MOUNT JULIET,TN,37122,(865)416-1107,999-36-1225,,,999-36-1225,,,1966-11-12,,,0.0,,,,2026-05-01,4233100553,8654161107,,,False,PMR:1005880
RADT,1005882,BARBARA,,LEE,4079 PINE LN,,COLUMBUS,OH,43201,1949-01-22,(419)973-9782,F,BARBARA,,LEE,6496 ELM PL,APT 79,AKRON,OH,44301,(216)797-0906,,,,,,,1949-01-22,B,,1.0,,Not Hispanic,,2026-05-01,4199739782,2167970906,,,False,RADT:1005882
PMR,1005886,BARBARA,,BROWN,3994 LAKE AVE,,MOUNT JULIET,TN,37122,1961-01-03,(423)355-8445,F,BARBARA,,BROWN,3666 MAIN PL,,MURFREESBORO,TN,37128,(423)355-8445,,,,999-29-4694,,,1961-01-03,,,,,Not Hispanic,,2026-05-01,4233558445,4233558445,,,False,PMR:1005886
RADG,1005889,LAURA,E,ROBERTS,7764 RIVER AVE,,LEBANON,TN,37087,1996-04-07,(901)778-2035,F,LAURA,E,ROBERTS,2114 SUNSET LN,,MOUNT JULIET,TN,37122,(615)428-4825,999-54-9501,,,999-54-9501,,,1996-04-07,A,Very High,0.0,Other,,LAURAROB668@GMAIL.COM,2026-05-01,9017782035,6154284825,,,False,RADG:1005889
CRC,1005892,GEORGE,,TORRES,9619 SPRING ST,,TOLEDO,OH,43601,2000-09-03,(937)999-7507,M,GEORGE,,TORRES,7706 CHURCH CIR,,CINCINNATI,OH,45201,(937)999-7507,,,,,,,2000-09-03,,,,White,,,2026-05-01,9379997507,9379997507,,,False,CRC:1005892
MRB,1005896,LARRY,G,NGUYEN,2374 CHURCH LN,,KNOXVILLE,TN,37902,1969-01-09,(901)879-4037,M,LARRY,G,NGUYEN,714 MAIN WAY,,LEBANON,TN,37087,(901)879-4037,999-90-1471,,,999-90-1471,,,,E,,0.0,,,,2026-05-01,9018794037,9018794037,,,False,MRB:1005896
RASFA,1005900,BETTY,H,JACKSON,666 ELM LN,,AUSTIN,TX,78701,2003-02-19,(512)502-5746,F,BETTY,H,JACKSON,9978 CHURCH CT,,AUSTIN,TX,78701,(512)502-5746,,,,,,,1986-10-02,,,,,,BETTYJAC160@HOTMAIL.COM,2026-05-01,5125025746,5125025746,,,False,RASFA:1005900
SMED,1005903,MARGARET,V,FLORES,9945 AMANA PL,,AUSTIN,TX,78701,1998-09-09,,F,MARGARET,V,FLORES,844 SCHOOL BLVD,,PLANO,TX,75023,(512)538-5318,999-16-9468,,,999-16-9468,,,1948-09-24,E,,0.0,White,,,2026-05-01,,5125385318,,,False,SMED:1005903
NRAA,1005904,HELEN,F,GONZALEZ,3742 MAPLE CIR,,LEBANON,TN,37087,1963-06-06,(931)891-8866,F,HELEN,F,GONZALEZ,3636 ELM AVE,,KNOXVILLE,TN,37902,(423)928-6260,999-79-4596,,,,,,1963-06-06,,,0.0,,,HELENGON594@AOL.COM,2026-05-01,9318918866,4239286260,,,False,NRAA:1005904
RASFA,1005908,JOSE,,WRIGHT,3018 ELM BLVD,,FORT WORTH,TX,76101,1984-10-24,(512)499-4564,M,JOSE,,WRIGHT,7125 PINE PL,,HOUSTON,TX,77001,(512)499-4564,,,,,,,1951-03-24,C,,0.0,Black or African American,,,2026-05-01,5124994564,5124994564,,,False,RASFA:1005908
RADA,1005909,BARBARA,,YOUNG,1384 AMANA WAY,APT 182,MURFREESBORO,TN,37128,1983-07-16,(615)886-0688,F,BARBARA,,YOUNG,1547 LAKE CIR,APT 37,MOUNT JULIET,TN,37122,(615)886-0688,,,,,,,1988-12-16,B,,1.0,,,BARBARAYOU485@GMAIL.COM,2026-05-01,6158860688,6158860688,,,False,RADA:1005909
RADU,1005911,JOSE,,JACKSON,5880 SUNSET BLVD,,ST PETE,FL,33701,1963-05-03,,M,JOSE,,JACKSON,9833 HILL PL,,ORLANDO,FL,32801,,,,,,,,1963-05-03,,,0.0,Black or African American,,,2026-05-01,,,,,False,RADU:1005911
RADG,1005913,MARGARET,L,ROBERTS,2786 RIVER WAY,,KNOXVILLE,TN,37902,1975-05-04,(423)683-7285,F,MARGARET,L,ROBERTS,456 PARK CT,,MOUNT JULIET,TN,37122,(423)683-7285,,,,,,,1975-05-04,D,,1.0,White,,MARGARETROB580@GMAIL.COM,2026-05-01,4236837285,4236837285,,,False,RADG:1005913
ACR,1005916,MICHAEL,E,RIVERA,3597 CEDAR DR,,AKRON,OH,44301,1994-03-10,,M,MICHAEL,E,RIVERA,1917 RIVER ST,APT 490,CINCINNATI,OH,45201,,999-36-8433,,,999-36-8433,,,1994-03-10,A,Very High,,,,,2026-05-01,,,,,False,ACR:1005916
RADI2,1005919,JENNIFER,A,LEWIS,9952 MAPLE ST,,DAYTON,OH,45401,1995-03-17,(937)789-0047,F,JENNIFER,A,LEWIS,4236 SPRING CIR,,COLUMBUS,OH,43201,,999-21-9591,,,,,,1995-03-17,,,0.0,,,JENNIFERLEW921@YAHOO.COM,2026-05-01,9377890047,2162019440,,,False,RADI2:1005919
RADN,1005923,LINDA,,TAYLOR,1229 MAPLE LN,,AKRON,OH,44301,1948-10-20,(513)242-2404,F,LINDA,,TAYLOR,1828 HILL ST,,COLUMBUS,OH,43201,(330)296-6981,,,,,,,1945-01-26,A,Very High,0.0,White,Not Hispanic,LINDATAY582@YAHOO.COM,2026-05-01,5132422404,3302966981,,,False,RADN:1005923
RADJ,1005926,PAUL,,SMITH,5558 PARK CT,,JACKSONVILLE,FL,32099,1981-07-03,(813)218-5478,M,PAUL,,SMITH,725 MAPLE CT,,MIAMI,FL,33101,(813)218-5478,999-91-8037,,,999-91-8037,,,1982-09-17,,,0.0,White,,,2026-05-01,8132185478,8132185478,,,False,RADJ:1005926
GSIA,1005929,KAREN,,WHITE,1342 PINE AVE,APT 336,HOUSTON,TX,77001,1956-03-23,(512)203-3367,F,KAREN,,WHITE,889 LAKE AVE,,HOUSTON,TX,77001,(512)203-3367,999-45-2330,,,999-45-2330,,,1956-03-23,D,,0.0,,,,2026-05-01,5122033367,5122033367,,,False,GSIA:1005929
RADH,1005933,KIMBERLY,,ALLEN,7608 MAIN RD,,FORT WORTH,,76101,1998-07-18,(512)448-9639,F,KIMBERLY,,ALLEN,5498 SUNSET DR,,PLANO,TX,75023,(512)448-9639,999-70-6928,,,999-70-6928,,,1973-10-26,F,Very Low,,,Not Hispanic,KIMBERLYALL870@GMAIL.COM,2026-05-01,5124489639,5124489639,,,False,RADH:1005933
RASFA,1005934,WILLIAM,H,RODRIGUEZ,5166 CEDAR WAY,,PLANO,TX,75023,2007-01-23,,M,WILLIAM,H,RODRIGUEZ,8091 SCHOOL LN,APT 313,PLANO,TX,75023,,999-83-2948,,,999-83-2948,,,,,,0.0,,,,2026-05-01,,,,,False,RASFA:1005934
